area_type,availability,location,size,society,total_sqft,bath,balcony,price,month,ready,extract,address
Super built-up  Area,Ready To Move,Green Woods Layout,2.0,Paarklu,7.095893221097532,2.0,1.0,3.9889840465642745,,Ready To Move,Ready To Move,"Green Woods Layout,Bangalore,Karnataka,India"
Super built-up  Area,18-Aug,Rajaji Nagar,2.0,ProdsWe,7.213768308118642,2.0,1.0,4.875197323201151,Aug,,Aug,"Rajaji Nagar,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Hosakerehalli,2.0,others,6.8308742346461795,2.0,1.0,3.8607297110405954,,Ready To Move,Ready To Move,"Hosakerehalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2.0,MBodsen,6.813444599510896,2.0,1.0,3.735285826928092,,Ready To Move,Ready To Move,"8th Phase JP Nagar,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Seegehalli,3.0,Stndeil,8.006700845440367,5.0,2.0,5.817111159963204,,Ready To Move,Ready To Move,"Seegehalli,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Brookefield,2.0,Bhiya N,7.00397413672268,2.0,1.0,4.02535169073515,,Ready To Move,Ready To Move,"Brookefield,Bangalore,Karnataka,India"
Plot  Area,18-May,Malleshwaram,4.0,others,8.006700845440367,5.0,2.0,6.704414354964107,May,,May,"Malleshwaram,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Vidyaranyapura,2.0,others,7.00397413672268,2.0,1.0,4.007333185232471,,Ready To Move,Ready To Move,"Vidyaranyapura,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Subramanyapura,2.0,Mayne A,6.883462586413092,2.0,1.0,4.189654742026425,,Ready To Move,Ready To Move,"Subramanyapura,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,GrrvaGr,7.175489713624222,2.0,2.0,3.8104331496665127,,Ready To Move,Ready To Move,"Raja Rajeshwari Nagar,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Roopena Agrahara,4.0,others,7.0909098220799835,4.0,1.0,4.564348191467836,,Ready To Move,Ready To Move,"Roopena Agrahara,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kalena Agrahara,1.0,MBpleca,6.415096959171596,1.0,1.0,3.6888794541139363,,Ready To Move,Ready To Move,"Kalena Agrahara,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Yelahanka,3.0,Pyikad ,7.3031700512368,2.0,2.0,4.050044303325521,,Ready To Move,Ready To Move,"Yelahanka,Bangalore,Karnataka,India"
Super built-up  Area,17-May,Ramamurthy Nagar,2.0,Vedhias,7.026426808699636,2.0,1.0,3.871201010907891,May,,May,"Ramamurthy Nagar,Bangalore,Karnataka,India"
Super built-up  Area,18-Jul,Bhoganhalli,2.0,Rosha I,7.277938572945661,2.0,1.0,4.343415735546226,Jul,,Jul,"Bhoganhalli,Bangalore,Karnataka,India"
Super built-up  Area,18-Dec,Whitefield,4.0,Prtates,7.9665866976384025,5.0,1.0,5.0689042022202315,Dec,,Dec,"Whitefield,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Vidyaranyapura,4.0,others,6.621405651764134,4.0,0.0,4.48863636973214,,Ready To Move,Ready To Move,"Vidyaranyapura,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kundalahalli,3.0,others,7.638198244285779,3.0,1.0,4.7535901911063645,,Ready To Move,Ready To Move,"Kundalahalli,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Stage-4 Bommanahalli,2.0,Pantsce,7.1316985104669115,2.0,1.0,4.07753744390572,,Ready To Move,Ready To Move,"Stage-4 Bommanahalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2.0,others,7.149131598557407,2.0,2.0,3.960813169597578,,Ready To Move,Ready To Move,"Horamavu Banaswadi,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Banashankari Stage II,4.0,others,6.957497370876951,3.0,2.0,4.836281906951478,,Ready To Move,Ready To Move,"Banashankari Stage II,Bangalore,Karnataka,India"
Super built-up  Area,18-Aug,Venkateshpuram,2.0,others,6.439350371100098,2.0,1.0,3.2188758248682006,Aug,,Aug,"Venkateshpuram,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,1st Phase JP Nagar,1.0,Opamaan,6.734591659972948,2.0,2.0,3.9318256327243257,,Ready To Move,Ready To Move,"1st Phase JP Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Hennur Road,4.0,Samittv,7.8252452914317745,4.0,2.0,5.198497031265826,,Ready To Move,Ready To Move,"Hennur Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Rayasandra,1.0,MJeusyl,6.369900982828227,1.0,1.0,3.32862668882732,,Ready To Move,Ready To Move,"Rayasandra,Bangalore,Karnataka,India"
Super built-up  Area,18-Dec,Gunjur Palya,2.0,others,6.803505257608338,2.0,1.0,3.332204510175204,Dec,,Dec,"Gunjur Palya,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,others,7.017506142941256,2.0,2.0,3.9318256327243257,,Ready To Move,Ready To Move,"Sarjapur  Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,2.0,others,7.289610521451167,2.0,2.0,4.04305126783455,,Ready To Move,Ready To Move,"HOSUR MAIN ROAD,Bangalore,Karnataka,India"
Built-up  Area,18-Mar,Kanakapura,3.0,others,7.696667081526462,3.0,1.0,4.804021044733257,Mar,,Mar,"Kanakapura,Bangalore,Karnataka,India"
Super built-up  Area,19-Dec,Whitefield,1.0,Oreldhi,6.621405651764134,1.0,1.0,3.9512437185814275,Dec,,Dec,"Whitefield,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Marathahalli,3.0,Afncyad,7.3783837129967145,3.0,3.0,4.07753744390572,,Ready To Move,Ready To Move,"Marathahalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Chikkalasandra,3.0,SLarei ,7.2196420401307355,2.0,2.0,3.912023005428146,,Ready To Move,Ready To Move,"Chikkalasandra,Bangalore,Karnataka,India"
Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road, ",3.0,others,7.170888478512505,3.0,2.0,4.174387269895637,Dec,,Dec,"Judicial Layout, Kanakapura Road, ,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Kurubarahalli,1.0,others,7.0909098220799835,1.0,0.0,4.248495242049359,,Ready To Move,Ready To Move,"Kurubarahalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Hormavu,2.0,ARaveSa,7.13966033596492,2.0,2.0,3.58351893845611,,Ready To Move,Ready To Move,"Hormavu,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Electronics City Phase 1,2.0,Sarlsm ,7.0825485693553,2.0,2.0,3.5530597309714014,,Ready To Move,Ready To Move,"Electronics City Phase 1,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Hosakerehalli,3.0,Taonte ,7.816416983691801,4.0,1.0,5.564520407322694,,Ready To Move,Ready To Move,"Hosakerehalli,Bangalore,Karnataka,India"
Super built-up  Area,18-May,Vishwapriya Layout,3.0,others,7.1316985104669115,3.0,2.0,3.6635616461296463,May,,May,"Vishwapriya Layout,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Kaggadasapura,3.0,others,7.313886831633462,3.0,0.0,4.330733340286331,,Ready To Move,Ready To Move,"Kaggadasapura,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Banashankari Stage V,3.0,Naiewre,7.32052696227274,3.0,3.0,3.8830060563576536,,Ready To Move,Ready To Move,"Banashankari Stage V,Bangalore,Karnataka,India"
Super built-up  Area,19-Jan,7th Phase JP Nagar,2.0,others,7.080026499922591,2.0,1.0,4.0943445622221,Jan,,Jan,"7th Phase JP Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kundalahalli,2.0,Rasom B,7.02197642307216,2.0,1.0,4.002960000420248,,Ready To Move,Ready To Move,"Kundalahalli,Bangalore,Karnataka,India"
Super built-up  Area,20-Dec,Whitefield,2.0,Somns T,7.017506142941256,2.0,0.0,3.571080793335481,Dec,,Dec,"Whitefield,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Dodsworth Layout,3.0,Ciques ,7.4489161025442,3.0,3.0,4.605170185988092,,Ready To Move,Ready To Move,"Dodsworth Layout,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Mullur,3.0,Arora A,7.649692623711514,3.0,2.0,4.564348191467836,,Ready To Move,Ready To Move,"Mullur,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kasturi Nagar,2.0,others,7.00397413672268,2.0,2.0,4.07753744390572,,Ready To Move,Ready To Move,"Kasturi Nagar,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Hegganahalli,1.0,others,7.0909098220799835,1.0,0.0,3.8918202981106265,,Ready To Move,Ready To Move,"Hegganahalli,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Bannerghatta Road,3.0,AMaveon,7.290292882446597,2.0,1.0,3.847377811934615,,Ready To Move,Ready To Move,"Bannerghatta Road,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Kothanur,1.0,others,7.313886831633462,1.0,0.0,4.330733340286331,,Ready To Move,Ready To Move,"Kothanur,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Prashanth Nagar,5.0,others,8.30671904320269,4.0,1.0,6.398594934535208,,Ready To Move,Ready To Move,"Prashanth Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Haralur Road,3.0,Ozensve,7.135687347028144,2.0,1.0,4.51085950651685,,Ready To Move,Ready To Move,"Haralur Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2.0,others,7.107425474110705,2.0,3.0,4.48863636973214,,Ready To Move,Ready To Move,"5th Phase JP Nagar,Bangalore,Karnataka,India"
Built-up  Area,18-Aug,Electronic City Phase II,2.0,Sryalan,6.97166860472579,2.0,1.0,3.461978853922014,Aug,,Aug,"Electronic City Phase II,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Sultan Palaya,3.0,others,7.476472381163905,3.0,3.0,4.394449154672439,,Ready To Move,Ready To Move,"Sultan Palaya,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Bellandur,2.0,OriewLa,7.156176637480615,2.0,2.0,4.477336814478207,,Ready To Move,Ready To Move,"Bellandur,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Electronic City,2.0,Itelaa ,7.099201743553092,2.0,2.0,3.258096538021482,,Ready To Move,Ready To Move,"Electronic City,Bangalore,Karnataka,India"
Carpet  Area,Ready To Move,Kaggadasapura,2.0,AnaveEn,7.103322062526113,2.0,3.0,3.784189633918261,,Ready To Move,Ready To Move,"Kaggadasapura,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Ananth Nagar,4.0,others,7.0909098220799835,3.0,1.0,4.477336814478207,,Ready To Move,Ready To Move,"Ananth Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Mysore Road,2.0,SaodySa,7.121252453244542,2.0,2.0,4.30406509320417,,Ready To Move,Ready To Move,"Mysore Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2.0,Oaeze B,7.170888478512505,2.0,1.0,4.2626798770413155,,Ready To Move,Ready To Move,"Lakshminarayana Pura,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Whitefield,2.0,SSthamh,7.00850518208228,2.0,2.0,3.7133281345162463,,Ready To Move,Ready To Move,"Whitefield,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Chandapura,3.0,Riiew L,7.317212408359839,2.0,2.0,3.7612001156935624,,Ready To Move,Ready To Move,"Chandapura,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Hebbal Kempapura,4.0,GonumPl,8.268988209506656,5.0,2.0,5.739792912179234,,Ready To Move,Ready To Move,"Hebbal Kempapura,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Banashankari,2.0,Sksia A,7.079184394609668,2.0,3.0,4.189654742026425,,Ready To Move,Ready To Move,"Banashankari,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Byrathi Village,4.0,others,6.803505257608338,3.0,1.0,3.9512437185814275,,Ready To Move,Ready To Move,"Byrathi Village,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kengeri,2.0,VBvenal,6.621405651764134,2.0,1.0,3.597312260588446,,Ready To Move,Ready To Move,"Kengeri,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Varthur,2.0,SLncyaj,6.988413181999592,2.0,2.0,3.367295829986474,,Ready To Move,Ready To Move,"Varthur,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Nagaraja Garden,3.0,others,7.266128779556451,2.0,1.0,4.3776420363560575,,Ready To Move,Ready To Move,"Nagaraja Garden,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Thanisandra,2.0,Bhmesy ,6.963189985870238,2.0,2.0,4.23410650459726,,Ready To Move,Ready To Move,"Thanisandra,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,VGP Layout,3.0,AbnceEs,7.653969180478774,3.0,3.0,4.454347296253507,,Ready To Move,Ready To Move,"VGP Layout,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Banashankari,3.0,Bregae ,7.409136443920128,3.0,2.0,4.624972813284271,,Ready To Move,Ready To Move,"Banashankari,Bangalore,Karnataka,India"
Built-up  Area,18-Jul,Electronic City Phase II,3.0,Sryalan,7.107425474110705,3.0,1.0,3.6270040503958487,Jul,,Jul,"Electronic City Phase II,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Rayasandra,2.0,MJeusyl,7.089243155027514,2.0,1.0,4.007333185232471,,Ready To Move,Ready To Move,"Rayasandra,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Ejipura,2.0,Prsichi,7.0825485693553,2.0,1.0,4.2626798770413155,,Ready To Move,Ready To Move,"Ejipura,Bangalore,Karnataka,India"
Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road, ",2.0,others,6.803505257608338,2.0,1.0,3.7376696182833684,Dec,,Dec,"Judicial Layout, Kanakapura Road, ,Bangalore,Karnataka,India"
Super built-up  Area,19-Dec,J.P.nagar 6th Phase.Sarakki Nagar,4.0,others,7.897668150726906,4.0,2.0,5.225746673713202,Dec,,Dec,"J.P.nagar 6th Phase.Sarakki Nagar,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Kanakapura,2.0,others,7.201170883281678,2.0,2.0,4.189654742026425,,Ready To Move,Ready To Move,"Kanakapura,Bangalore,Karnataka,India"
Plot  Area,18-Sep,Bommenahalli,4.0,Prood G,7.9865049385539955,3.0,2.0,7.719129840906732,Sep,,Sep,"Bommenahalli,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Giri Nagar,6.0,others,7.783640596221253,6.0,1.0,5.993961427306569,,Ready To Move,Ready To Move,"Giri Nagar,Bangalore,Karnataka,India"
Plot  Area,Immediate Possession,Whitefield,3.0,SRniaGa,7.751475318021456,2.0,2.0,3.322514859627687,,Immediate Possession,Immediate Possession,"Whitefield,Bangalore,Karnataka,India"
Super built-up  Area,19-Dec,Yelahanka,2.0,Goues A,7.13966033596492,2.0,2.0,4.097672352314776,Dec,,Dec,"Yelahanka,Bangalore,Karnataka,India"
Super built-up  Area,21-Feb,Talaghattapura,3.0,Sodgere,7.720905251936779,3.0,2.0,5.0369526024136295,Feb,,Feb,"Talaghattapura,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Old Madras Road,3.0,Brica E,8.003363058629947,5.0,1.0,5.351858133476067,,Ready To Move,Ready To Move,"Old Madras Road,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,1st Block BEL Layout,4.0,others,7.496097345175956,5.0,1.0,5.5254529391317835,,Ready To Move,Ready To Move,"1st Block BEL Layout,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,JP Nagar,2.0,Adaveth,6.710523109452428,2.0,1.0,3.828641396489095,,Ready To Move,Ready To Move,"JP Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Electronic City,2.0,Naireru,7.167809184316444,2.0,2.0,4.189654742026425,,Ready To Move,Ready To Move,"Electronic City,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Uttarahalli,2.0,others,7.0825485693553,2.0,1.0,3.9991177122790798,,Ready To Move,Ready To Move,"Uttarahalli,Bangalore,Karnataka,India"
Super built-up  Area,19-Dec,Whitefield,2.0,Oreldhi,7.068172000388042,2.0,1.0,4.356708826689592,Dec,,Dec,"Whitefield,Bangalore,Karnataka,India"
Plot  Area,16-Dec,Sarjapura - Attibele Road,3.0,others,7.496097345175956,3.0,2.0,4.51085950651685,Dec,,Dec,"Sarjapura - Attibele Road,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Yelahanka,2.0,Rarthne,7.005789019253503,2.0,0.0,3.970291913552122,,Ready To Move,Ready To Move,"Yelahanka,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Sarjapur,2.0,others,6.81783057145415,2.0,1.0,3.6109179126442243,,Ready To Move,Ready To Move,"Sarjapur,Bangalore,Karnataka,India"
Super built-up  Area,18-Apr,Hormavu,3.0,others,7.0707241072602764,2.0,1.0,3.590990953294811,Apr,,Apr,"Hormavu,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Prithvi Layout,3.0,Srllaan,7.390798521735676,3.0,2.0,4.189654742026425,,Ready To Move,Ready To Move,"Prithvi Layout,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Billekahalli,3.0,PuhtsHe,7.99598047476376,3.0,2.0,5.420534999272286,,Ready To Move,Ready To Move,"Billekahalli,Bangalore,Karnataka,India"
Super built-up  Area,17-Dec,Yelahanka,2.0,Hotat H,7.326465613840322,2.0,3.0,4.189654742026425,Dec,,Dec,"Yelahanka,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Hosur Road,2.0,Saageat,7.204892510204673,2.0,2.0,4.672828834461906,,Ready To Move,Ready To Move,"Hosur Road,Bangalore,Karnataka,India"
Super built-up  Area,19-Dec,Dodsworth Layout,3.0,Prard B,7.374629015218945,3.0,2.0,4.605170185988092,Dec,,Dec,"Dodsworth Layout,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kaverappa Layout,2.0,SLarkic,7.1316985104669115,2.0,1.0,4.23410650459726,,Ready To Move,Ready To Move,"Kaverappa Layout,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Haralur Road,2.0,Zostaa ,6.963189985870238,2.0,1.0,4.110873864173311,,Ready To Move,Ready To Move,"Haralur Road,Bangalore,Karnataka,India"
Plot  Area,18-Dec,Whitefield,3.0,others,7.0909098220799835,3.0,1.0,4.239886867512759,Dec,,Dec,"Whitefield,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Kothnur Narayanapura,2.0,others,7.1631723908466425,1.0,0.0,4.363098624788363,,Ready To Move,Ready To Move,"Kothnur Narayanapura,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Amruthnagar,2.0,others,7.048386408721883,2.0,1.0,3.8918202981106265,,Ready To Move,Ready To Move,"Amruthnagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Ambedkar Colony,2.0,RMcesa ,7.289610521451167,2.0,1.0,4.983606621708336,,Ready To Move,Ready To Move,"Ambedkar Colony,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Anekal,4.0,others,7.0909098220799835,2.0,1.0,3.6109179126442243,,Ready To Move,Ready To Move,"Anekal,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2.0,Mauner ,6.759255270663693,2.0,0.0,3.624340932976365,,Ready To Move,Ready To Move,"Gollarapalya Hosahalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kundalahalli,2.0,Dieldli,6.954638864880987,2.0,1.0,4.426282725928419,,Ready To Move,Ready To Move,"Kundalahalli,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Lakshmipura,2.0,others,7.0909098220799835,2.0,0.0,4.330733340286331,,Ready To Move,Ready To Move,"Lakshmipura,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Kirloskar Layout,10.0,others,7.0909098220799835,10.0,2.0,5.25227342804663,,Ready To Move,Ready To Move,"Kirloskar Layout,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Hongasandra,2.0,others,6.97166860472579,2.0,1.0,3.828641396489095,,Ready To Move,Ready To Move,"Hongasandra,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Rajaji Nagar,3.0,PhestOn,7.741099090035366,3.0,3.0,5.91350300563827,,Ready To Move,Ready To Move,"Rajaji Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2.0,JSonyar,6.90875477931522,2.0,1.0,4.143134726391533,,Ready To Move,Ready To Move,"Ramamurthy Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Lingadheeranahalli,3.0,Soiewre,7.428333194190806,3.0,1.0,4.736198448394496,,Ready To Move,Ready To Move,"Lingadheeranahalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Harlur,3.0,others,7.471363088187097,3.0,2.0,4.882801922586371,,Ready To Move,Ready To Move,"Harlur,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,BEL Road,5.0,others,8.294299608857235,4.0,2.0,6.90875477931522,,Ready To Move,Ready To Move,"BEL Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Vignana Nagar,4.0,others,6.957497370876951,4.0,2.0,4.51085950651685,,Ready To Move,Ready To Move,"Vignana Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Vittasandra,2.0,others,7.122059881629142,2.0,1.0,4.224202549480315,,Ready To Move,Ready To Move,"Vittasandra,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Dasanapura,2.0,Tavenew,6.703188113240863,2.0,1.0,3.7612001156935624,,Ready To Move,Ready To Move,"Dasanapura,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Dodda Nekkundi,2.0,GSodsee,7.044032897274685,2.0,1.0,3.8607297110405954,,Ready To Move,Ready To Move,"Dodda Nekkundi,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Varthur,2.0,Maita R,6.873163834212518,2.0,1.0,3.5553480614894135,,Ready To Move,Ready To Move,"Varthur,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Doddabele,2.0,others,6.621405651764134,2.0,1.0,3.6109179126442243,,Ready To Move,Ready To Move,"Doddabele,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Banashankari,3.0,V2anags,7.170888478512505,2.0,2.0,4.02535169073515,,Ready To Move,Ready To Move,"Banashankari,Bangalore,Karnataka,India"
Super built-up  Area,18-May,1st Phase JP Nagar,3.0,Inntsth,7.372118028337787,3.0,3.0,4.882801922586371,May,,May,"1st Phase JP Nagar,Bangalore,Karnataka,India"
